source_path,FY,period,section,line_label,series_id,value,unit,row_role,source_file,source_cell,formula,source_status,source_basis,vktpc_source_file,vktpc_source_cell,vktpc_source_status,population_source_file,population_source_cell,population_source_status,model_id,quarter_composition,actual_quarters,forecast_quarters,replacement_flag,value_status,residual_vs_official,scenario_name,scenario_role,fed_path,availability_status,forecast_segment,ped_bridge_mode_label,ped_bridge_value_delta,ped_bridge_population_warning
Current finalist Base case,2027,FY2027,MVR,MR1,mr1_revenue,526.840027334863,$m nominal ex GST,leaf,annual_spine.csv,AB48,nan,source_backed,BEFU26 official fixed component,,,,,,,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,False,current_finalist_forecast,0.0,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2027,FY2027,MVR,MR2,mr2_revenue,31.3601498274909,$m nominal ex GST,leaf,annual_spine.csv,AB49,nan,source_backed,BEFU26 official fixed component,,,,,,,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,False,current_finalist_forecast,0.0,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2027,FY2027,MVR,MR13,coo_revenue,0.0,$m nominal ex GST,deduction,annual_spine.csv,AB50,nan,source_backed,BEFU26 official fixed component,,,,,,,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,False,current_finalist_forecast,0.0,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2027,FY2027,MVR,Gross MVR,gross_mvr_revenue,558.2001771623538,$m nominal ex GST,calculated_rollup,official_annual.csv,AB51,mr1_revenue + mr2_revenue + coo_revenue,source_backed,BEFU26 official formula,,,,,,,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,False,current_finalist_forecast,-1.1368683772161603e-13,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2027,FY2027,MVR,MVR admin,mvr_admin_revenue,72.2584767411959,$m nominal ex GST,deduction,annual_spine.csv,AB52,nan,source_backed,BEFU26 official fixed component,,,,,,,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,False,current_finalist_forecast,0.0,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2027,FY2027,MVR,MVR net admin & COO,mvr_revenue_net_admin_coo,485.941700421158,$m nominal ex GST,calculated_rollup,official_annual.csv,AB53,mr1_revenue + mr2_revenue - mvr_admin_revenue,source_backed,BEFU26 official formula,,,,,,,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,False,current_finalist_forecast,-5.684341886080802e-14,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2027,FY2027,MVR,MVR refunds,mvr_refunds,1.8947102491513,$m nominal ex GST,deduction,annual_spine.csv,AB54,nan,source_backed,BEFU26 official fixed component,,,,,,,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,False,current_finalist_forecast,0.0,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2027,FY2027,MVR,MVR net admin/refunds/COO,net_mvr_revenue,484.04699017200664,$m nominal ex GST,calculated_rollup,official_annual.csv,AB55,mvr_revenue_net_admin_coo - mvr_refunds,source_backed,BEFU26 official formula,,,,,,,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,False,current_finalist_forecast,-3.410605131648481e-13,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2027,FY2027,TUC,TUC net revenue,tuc_net_revenue,17.5578996928248,$m nominal ex GST,leaf,annual_spine.csv,AB58,nan,source_backed,BEFU26 official fixed component,,,,,,,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,False,current_finalist_forecast,0.0,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2027,FY2027,Totals,Total gross revenues,total_gross_revenue,4940.074397113808,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_revenue_outlook:current_basecase:FY2027,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,source_backed,current_hybrid_formula,,,,,,,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,False,current_finalist_forecast,97.28521448281117,current_basecase,basecase,Current planned path,available,,Raw model bridge; alpha 0%,0.0,
Current finalist Base case,2027,FY2027,Totals,Total admin fees,total_admin_fees,107.15161324403711,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_revenue_outlook:current_basecase:FY2027,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,source_backed,current_hybrid_formula,,,,,,,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,False,current_finalist_forecast,1.1368683772161603e-13,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2027,FY2027,Totals,Total revenues net of admin fees,total_revenue_net_admin,4832.922783869771,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_revenue_outlook:current_basecase:FY2027,total_gross_revenue - total_admin_fees,source_backed,current_hybrid_formula,,,,,,,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,False,current_finalist_forecast,97.2852144828039,current_basecase,basecase,Current planned path,available,,Raw model bridge; alpha 0%,0.0,
Current finalist Base case,2027,FY2027,Totals,Total refunds,total_refunds,160.6664265682024,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_revenue_outlook:current_basecase:FY2027,ruc_refunds + fed_refunds + mvr_refunds,source_backed,current_hybrid_formula,,,,,,,,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,False,current_finalist_forecast,3.979039320256561e-13,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2027,FY2027,Totals,Total NLTF revenue,total_nltf_net_revenue,4672.25635730157,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_revenue_outlook:current_basecase:FY2027,total_revenue_net_admin - total_refunds,source_backed,current_hybrid_formula,,,,,,,PED__VNEXT_SOLVED_CONVEX_TOP2; dynamic_RESID_GBR_n150_d1_lr0.05_w36; HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,False,current_finalist_forecast,97.28521448281208,current_basecase,basecase,Current planned path,available,,Raw model bridge; alpha 0%,0.0,
Current finalist Base case,2027,FY2027,Key volumes,Current finalist Light RUC conventional modelled km,current_light_ruc_conventional_modelled_km,12884.412921103954,million km,audit_only,forecast_scenario_comparison.parquet,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2026Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2026Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q2,sum quarterly current finalist Light RUC conventional model forecast,source_backed,current_finalist_model_conventional_light_ruc_forecast,,,,,,,dynamic_RESID_GBR_n150_d1_lr0.05_w36,2026Q3; 2026Q4; 2027Q1; 2027Q2,,2026Q3; 2026Q4; 2027Q1; 2027Q2,False,current_finalist_forecast,,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2028,FY2028,Key volumes,Light RUC net km,light_ruc_net_km,13542.195255933108,million km,bridge_input,forecast_scenario_comparison.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2; scenario_inputs/scenario_input_wide.parquet:PED:population (2027Q3; 2027Q4; 2028Q1; 2028Q2); VFM 202405 Base uptake shares; BEFU26 rate cells AC5; AC7; AC9,raw Light RUC conventional model forecast (preserved exactly under the Base uptake basis),source_backed,raw AR(1) PED VKT per capita x scenario-input population; raw Light RUC conventional model forecast expanded by MoT VFM 202405 Base uptake shares (conventional_anchor_vfm_composition_v1),,,,,,,dynamic_RESID_GBR_n150_d1_lr0.05_w36,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,False,current_finalist_forecast,140.40975688608705,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2028,FY2028,Key volumes,Heavy RUC net km,heavy_ruc_net_km,4153.274595045411,million km,bridge_input,forecast_scenario_comparison.parquet,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2,sum quarterly current finalist Heavy RUC net km,source_backed,current_finalist_model,,,,,,,HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,False,current_finalist_forecast,-181.93099926192917,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2028,FY2028,Key volumes,Light BEV RUC net km,light_bev_ruc_net_km,2047.1005382667586,million km,bridge_input,forecast_scenario_comparison.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2; scenario_inputs/scenario_input_wide.parquet:PED:population (2027Q3; 2027Q4; 2028Q1; 2028Q2); VFM 202405 Base uptake shares; BEFU26 rate cells AC5; AC7; AC9,base pool (conventional / VFM Base conventional share) * VFM Base Light BEV share,source_backed,raw AR(1) PED VKT per capita x scenario-input population; raw Light RUC conventional model forecast expanded by MoT VFM 202405 Base uptake shares (conventional_anchor_vfm_composition_v1),,,,,,,PED__VNEXT_SOLVED_CONVEX_TOP2; dynamic_RESID_GBR_n150_d1_lr0.05_w36; HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,False,current_finalist_forecast,32.06110602935496,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2028,FY2028,Key volumes,Heavy BEV RUC net km,heavy_bev_ruc_net_km,60.5044362657779,million km,bridge_input,annual_spine.csv,AC8,nan,source_backed,BEFU26 official fixed component,,,,,,,,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,False,current_finalist_forecast,0.0,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2028,FY2028,Key volumes,PHEV RUC net km,phev_ruc_net_km,1140.5757203778505,million km,bridge_input,forecast_scenario_comparison.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2; scenario_inputs/scenario_input_wide.parquet:PED:population (2027Q3; 2027Q4; 2028Q1; 2028Q2); VFM 202405 Base uptake shares; BEFU26 rate cells AC5; AC7; AC9,base pool (conventional / VFM Base conventional share) * VFM Base PHEV share,source_backed,raw AR(1) PED VKT per capita x scenario-input population; raw Light RUC conventional model forecast expanded by MoT VFM 202405 Base uptake shares (conventional_anchor_vfm_composition_v1),,,,,,,PED__VNEXT_SOLVED_CONVEX_TOP2; dynamic_RESID_GBR_n150_d1_lr0.05_w36; HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,False,current_finalist_forecast,12.136933049285972,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2028,FY2028,Key volumes,PED volume,ped_volume,3001.2048074698355,million litres,bridge_input,forecast_scenario_comparison.parquet; scenario_inputs/scenario_input_wide.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2; scenario_inputs/scenario_input_wide.parquet:PED:population (2027Q3; 2027Q4; 2028Q1; 2028Q2); VFM 202405 Base uptake shares; BEFU26 rate cells AC5; AC7; AC9,raw PED/light-petrol VKT * BEFU26 litres intensity / 100,source_backed,raw AR(1) PED VKT/capita + scenario-input population (scenario_input_population) + BEFU26 intensity,forecast_scenario_comparison.parquet,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2,current_finalist_model,scenario_inputs/scenario_input_wide.parquet,scenario_inputs/scenario_input_wide.parquet:PED:population (2027Q3; 2027Q4; 2028Q1; 2028Q2),scenario_input_population,PED__VNEXT_SOLVED_CONVEX_TOP2,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,False,current_finalist_forecast,113.11788735437767,current_basecase,basecase,Current planned path,available,,Raw model bridge; alpha 0%,0.0,
Current finalist Base case,2028,FY2028,Key volumes,Light petrol VKT,light_petrol_vkt,33601.317609140344,million km,bridge_input,forecast_scenario_comparison.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2; scenario_inputs/scenario_input_wide.parquet:PED:population (2027Q3; 2027Q4; 2028Q1; 2028Q2); VFM 202405 Base uptake shares; BEFU26 rate cells AC5; AC7; AC9,raw AR(1) PED VKT per capita * scenario-input population,source_backed,raw AR(1) PED VKT per capita x scenario-input population; raw Light RUC conventional model forecast expanded by MoT VFM 202405 Base uptake shares (conventional_anchor_vfm_composition_v1),forecast_scenario_comparison.parquet,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2,current_finalist_model,scenario_inputs/scenario_input_wide.parquet,scenario_inputs/scenario_input_wide.parquet:PED:population (2027Q3; 2027Q4; 2028Q1; 2028Q2),scenario_input_population,,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,False,current_finalist_forecast,1266.4614060357198,current_basecase,basecase,Current planned path,available,,Raw model bridge; alpha 0%,0.0,
Current finalist Base case,2028,FY2028,Key volumes,PED VKT per capita,ped_vkt_per_capita,6139.99400474286,km/person,bridge_input,forecast_scenario_comparison.parquet,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2,sum quarterly current finalist PED VKT/capita,source_backed,current_finalist_model,forecast_scenario_comparison.parquet,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2,current_finalist_model,,,,PED__VNEXT_SOLVED_CONVEX_TOP2,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,False,current_finalist_forecast,271.5305891542939,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2028,FY2028,Key volumes,TUC GTK,tuc_gtk,8179315222.66,tonne-km,bridge_input,annual_spine.csv,AC13,nan,source_backed,BEFU26 official fixed component,,,,,,,,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,False,current_finalist_forecast,0.0,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2028,FY2028,RUC,Light RUC net revenue,light_ruc_net_revenue,1101.293140132511,$m nominal ex GST,replacement_line,forecast_scenario_comparison.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2; scenario_inputs/scenario_input_wide.parquet:PED:population (2027Q3; 2027Q4; 2028Q1; 2028Q2); VFM 202405 Base uptake shares; BEFU26 rate cells AC5; AC7; AC9,conventional Light RUC km * BEFU26 conventional Light effective rate,source_backed,"raw AR(1) PED bridge and conventional-anchor VFM composition, scenario-input population and BEFU26 effective rate",,,,,,,dynamic_RESID_GBR_n150_d1_lr0.05_w36,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,True,current_finalist_forecast,11.418555052850252,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2028,FY2028,RUC,Heavy RUC net revenue,heavy_ruc_net_revenue,1386.55564155929,$m nominal ex GST,replacement_line,forecast_scenario_comparison.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2,sum quarterly current Heavy RUC net km * BEFU26 effective rate,source_backed,current_finalist_model + BEFU26 effective rate,,,,,,,HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,True,current_finalist_forecast,-60.73700344833287,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2028,FY2028,RUC,Light BEV RUC net revenue,light_bev_ruc_net_revenue,166.53162878800077,$m nominal ex GST,replacement_line,forecast_scenario_comparison.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2; scenario_inputs/scenario_input_wide.parquet:PED:population (2027Q3; 2027Q4; 2028Q1; 2028Q2); VFM 202405 Base uptake shares; BEFU26 rate cells AC5; AC7; AC9,allocated Light BEV RUC km * BEFU26 Light BEV effective rate,source_backed,"raw AR(1) PED bridge and conventional-anchor VFM composition, scenario-input population and BEFU26 effective rate",,,,,,,PED__VNEXT_SOLVED_CONVEX_TOP2; dynamic_RESID_GBR_n150_d1_lr0.05_w36; HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,True,current_finalist_forecast,2.6081709754880364,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2028,FY2028,RUC,Heavy BEV RUC net revenue,heavy_bev_ruc_net_revenue,20.203036313505436,$m nominal ex GST,leaf,annual_spine.csv,AC31,nan,source_backed,BEFU26 official fixed component,,,,,,,,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,False,current_finalist_forecast,0.0,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2028,FY2028,RUC,PHEV RUC net revenue,phev_ruc_net_revenue,45.75419502295762,$m nominal ex GST,replacement_line,forecast_scenario_comparison.parquet; official_annual.csv,data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q3; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2027Q4; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q1; data/current_revenue_outlook/revenue_chart_rows.csv:current_basecase:2028Q2; scenario_inputs/scenario_input_wide.parquet:PED:population (2027Q3; 2027Q4; 2028Q1; 2028Q2); VFM 202405 Base uptake shares; BEFU26 rate cells AC5; AC7; AC9,allocated PHEV RUC km * BEFU26 PHEV effective rate,source_backed,"raw AR(1) PED bridge and conventional-anchor VFM composition, scenario-input population and BEFU26 effective rate",,,,,,,PED__VNEXT_SOLVED_CONVEX_TOP2; dynamic_RESID_GBR_n150_d1_lr0.05_w36; HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,True,current_finalist_forecast,0.4868730692721144,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2028,FY2028,RUC,RUC refunds,ruc_refunds,91.9223646926299,$m nominal ex GST,deduction,annual_spine.csv,AC33,nan,source_backed,BEFU26 official fixed component,,,,,,,,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,False,current_finalist_forecast,0.0,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2028,FY2028,RUC,Gross RUC,gross_ruc_revenue,2812.260006508895,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_revenue_outlook:current_basecase:FY2028,optimized light_ruc_net_revenue + heavy_ruc_net_revenue + optimized light_bev_ruc_net_revenue + BEFU26 heavy_bev_ruc_net_revenue + optimized phev_ruc_net_revenue + BEFU26 ruc_refunds,source_backed,current_hybrid_formula,,,,,,,,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,False,current_finalist_forecast,-46.68967802058978,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2028,FY2028,RUC,RUC admin,ruc_admin_revenue,37.4493334490253,$m nominal ex GST,deduction,annual_spine.csv,AC35,nan,source_backed,BEFU26 official fixed component,,,,,,,,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,False,current_finalist_forecast,0.0,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2028,FY2028,RUC,RUC net admin,ruc_revenue_net_admin,2774.8106730598697,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_revenue_outlook:current_basecase:FY2028,gross_ruc_revenue - BEFU26 ruc_admin_revenue,source_backed,current_hybrid_formula,,,,,,,,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,False,current_finalist_forecast,-46.68967802059524,current_basecase,basecase,Current planned path,available,,,,
Current finalist Base case,2028,FY2028,RUC,RUC net admin/refunds,total_ruc_net_revenue,2682.88830836724,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_revenue_outlook:current_basecase:FY2028,ruc_revenue_net_admin - BEFU26 ruc_refunds,source_backed,current_hybrid_formula,,,,,,,PED__VNEXT_SOLVED_CONVEX_TOP2; dynamic_RESID_GBR_n150_d1_lr0.05_w36; HEAVY_RUC__VNEXT_SOLVED_CONVEX_TOP4,2027Q3; 2027Q4; 2028Q1; 2028Q2,,2027Q3; 2027Q4; 2028Q1; 2028Q2,False,current_finalist_forecast,-46.68967802059478,current_basecase,basecase,Current planned path,available,,,,
